type,yahoo_symbol,trading212_symbol,benchmark_index,currency,sector,sub_industry,region,size,source,enabled
ticker,CNC,CNC,^GSPC,,Health Care,Managed Health Care,US,Mega/Large,LargeCap,Y
ticker,CVS,CVS,^GSPC,,Health Care,Health Care Services,US,Mega/Large,LargeCap,Y
ticker,HCA,HCA,^GSPC,,Health Care,Health Care Facilities,US,Mega/Large,LargeCap,Y
ticker,HUM,HUM,^GSPC,,Health Care,Managed Health Care,US,Mega/Large,LargeCap,Y
ticker,MOH,MOH,^GSPC,,Health Care,Managed Health Care,US,Mega/Large,LargeCap,Y
ticker,TDOC,TDOC,^GSPC,,Health Care,,US,Mega/Large,LargeCap,Y
ticker,ABT,ABT,^GSPC,,Health Care,Health Care Equipment,US,Large,Dividend,Y
ticker,ALGN,ALGN,^GSPC,,Health Care,Health Care Supplies,US,Mega/Large,LargeCap,Y
ticker,BAX,BAX,^GSPC,,Health Care,Health Care Equipment,US,Mega/Large,LargeCap,Y
ticker,BDX,BDX,^GSPC,,Health Care,Health Care Equipment,US,Large,Dividend,Y
ticker,BSX,BSX,^GSPC,,Health Care,Health Care Equipment,US,Mega/Large,LargeCap,Y
ticker,DHR,DHR,^GSPC,,Health Care,Life Sciences Tools & Services,US,Mega/Large,LargeCap,Y
ticker,EW,EW,^GSPC,,Health Care,Health Care Equipment,US,Mega/Large,LargeCap,Y
ticker,HOLX,HOLX,^GSPC,,Health Care,,US,Mega/Large,LargeCap,Y
ticker,MDT,MDT,^GSPC,,Health Care,Health Care Equipment,US,Mega/Large,LargeCap,Y
ticker,RMD,RMD,^GSPC,,Health Care,Health Care Equipment,US,Mega/Large,LargeCap,Y
ticker,SYK,SYK,^GSPC,,Health Care,Health Care Equipment,US,Mega/Large,LargeCap,Y
ticker,ZBH,ZBH,^GSPC,,Health Care,Health Care Equipment,US,Mega/Large,LargeCap,Y
ticker,CMG,CMG,^GSPC,,Consumer Discretionary,Restaurants,US,Mega/Large,LargeCap,Y
ticker,DRI,DRI,^GSPC,,Consumer Discretionary,Restaurants,US,Mega/Large,LargeCap,Y
ticker,YUM,YUM,^GSPC,,Consumer Discretionary,Restaurants,US,Mega/Large,LargeCap,Y
ticker,AS,AS,^GSPC,,Consumer Discretionary,,US,Mega/Large,LargeCap,Y
ticker,CL,CL,^GSPC,,Consumer Staples,Household Products,US,Large,Dividend,Y
ticker,CLX,CLX,^GSPC,,Consumer Staples,Household Products,US,Large,Dividend,Y
ticker,EL,EL,^GSPC,,Consumer Staples,Personal Care Products,US,Mega/Large,LargeCap,Y
ticker,GIS,GIS,^GSPC,,Consumer Staples,Packaged Foods & Meats,US,Mega/Large,LargeCap,Y
ticker,HRL,HRL,^GSPC,,Consumer Staples,Packaged Foods & Meats,US,Large,Dividend,Y
ticker,KMB,KMB,^GSPC,,Consumer Staples,Household Products,US,Large,Dividend,Y
ticker,MDLZ,MDLZ,^GSPC,,Consumer Staples,Packaged Foods & Meats,US,Mega/Large,LargeCap,Y
ticker,SJM,SJM,^GSPC,,Consumer Staples,Packaged Foods & Meats,US,Large,Dividend,Y
ticker,STZ,STZ,^GSPC,,Consumer Staples,Distillers & Vintners,US,Mega/Large,LargeCap,Y
ticker,TAP,TAP,^GSPC,,Consumer Staples,Brewers,US,Mega/Large,LargeCap,Y
ticker,AOS,AOS,^GSPC,,Industrials,Building Products,US,Large,Dividend,Y
ticker,CHRW,CHRW,^GSPC,,Industrials,Air Freight & Logistics,US,Mega/Large,LargeCap,Y
ticker,CMI,CMI,^GSPC,,Industrials,Construction Machinery & Heavy Transportation Equipment,US,Mega/Large,LargeCap,Y
ticker,CSX,CSX,^GSPC,,Industrials,Rail Transportation,US,Mega/Large,LargeCap,Y
ticker,DOV,DOV,^GSPC,,Industrials,Industrial Machinery & Supplies & Components,US,Large,Dividend,Y
ticker,EMR,EMR,^GSPC,,Industrials,Electrical Components & Equipment,US,Large,Dividend,Y
ticker,ETN,ETN,^GSPC,,Industrials,Electrical Components & Equipment,US,Mega/Large,LargeCap,Y
ticker,FAST,FAST,^GSPC,,Industrials,Trading Companies & Distributors,US,Large,Dividend,Y
ticker,GNRC,GNRC,^GSPC,,Industrials,Electrical Components & Equipment,US,Mega/Large,LargeCap,Y
ticker,IR,IR,^GSPC,,Industrials,Industrial Machinery & Supplies & Components,US,Mega/Large,LargeCap,Y
ticker,ITW,ITW,^GSPC,,Industrials,Industrial Machinery & Supplies & Components,US,Large,Dividend,Y
ticker,JCI,JCI,^GSPC,,Industrials,Building Products,US,Mega/Large,LargeCap,Y
ticker,LMT,LMT,^GSPC,,Industrials,Aerospace & Defense,US,Mega/Large,LargeCap,Y
ticker,NDSN,NDSN,^GSPC,,Industrials,Industrial Machinery & Supplies & Components,US,Large,Dividend,Y
ticker,PH,PH,^GSPC,,Industrials,Industrial Machinery & Supplies & Components,US,Large,Dividend,Y
ticker,PNR,PNR,^GSPC,,Industrials,Industrial Machinery & Supplies & Components,US,Large,Dividend,Y
ticker,ROK,ROK,^GSPC,,Industrials,Electrical Components & Equipment,US,Mega/Large,LargeCap,Y
ticker,SWK,SWK,^GSPC,,Industrials,Industrial Machinery & Supplies & Components,US,Large,Dividend,Y
ticker,TTC,TTC,^GSPC,,Industrials,Agricultural & Farm Machinery,US,Mega/Large,LargeCap,Y
ticker,UNP,UNP,^GSPC,,Industrials,Rail Transportation,US,Large,Dividend,Y
ticker,WWD,WWD,^GSPC,,Industrials,Electrical Components & Equipment,US,Mega/Large,LargeCap,Y
ticker,COP,COP,^GSPC,,Energy,Oil & Gas Exploration & Production,US,Mega/Large,LargeCap,Y
ticker,CVX,CVX,^GSPC,,Energy,Integrated Oil & Gas,US,Large,Dividend,Y
ticker,DVN,DVN,^GSPC,,Energy,Oil & Gas Exploration & Production,US,Mega/Large,LargeCap,Y
ticker,EOG,EOG,^GSPC,,Energy,Oil & Gas Exploration & Production,US,Mega/Large,LargeCap,Y
ticker,FANG,FANG,^GSPC,,Energy,Oil & Gas Exploration & Production,US,Mega/Large,LargeCap,Y
ticker,HAL,HAL,^GSPC,,Energy,Oil & Gas Equipment & Services,US,Mega/Large,LargeCap,Y
ticker,HESM,HES,^GSPC,,,,US,Mega/Large,LargeCap,Y
ticker,MPC,MPC,^GSPC,,Energy,Oil & Gas Refining & Marketing,US,Mega/Large,LargeCap,Y
ticker,OXY,OXY,^GSPC,,Energy,Oil & Gas Exploration & Production,US,Mega/Large,LargeCap,Y
ticker,SLB,SLB,^GSPC,,Energy,Oil & Gas Equipment & Services,US,Mega/Large,LargeCap,Y
ticker,VLO,VLO,^GSPC,,Energy,Oil & Gas Refining & Marketing,US,Mega/Large,LargeCap,Y
ticker,APD,APD,^GSPC,,Materials,Industrial Gases,US,Large,Dividend,Y
ticker,CF,CF,^GSPC,,Materials,Fertilizers & Agricultural Chemicals,US,Mega/Large,LargeCap,Y
ticker,DD,DD,^GSPC,,Materials,Specialty Chemicals,US,Mega/Large,LargeCap,Y
ticker,ECL,ECL,^GSPC,,Materials,Specialty Chemicals,US,Large,Dividend,Y
ticker,FCX,FCX,^GSPC,,Materials,Copper,US,Mega/Large,LargeCap,Y
ticker,LIN,LIN,^GSPC,,Materials,Industrial Gases,US,Large,Dividend,Y
ticker,LYB,LYB,^GSPC,,Materials,Specialty Chemicals,US,Mega/Large,LargeCap,Y
ticker,NEM,NEM,^GSPC,,Materials,Gold,US,Mega/Large,LargeCap,Y
ticker,PPG,PPG,^GSPC,,Materials,Specialty Chemicals,US,Large,Dividend,Y
ticker,SHW,SHW,^GSPC,,Materials,Specialty Chemicals,US,Large,Dividend,Y
ticker,VMC,VMC,^GSPC,,Materials,Construction Materials,US,Mega/Large,LargeCap,Y
ticker,WLK,WLK,^GSPC,,Materials,Specialty Chemicals,US,Mega/Large,LargeCap,Y
ticker,AMT,AMT,^GSPC,,Real Estate,Telecom Tower REITs,US,Mega/Large,LargeCap,Y
ticker,AVB,AVB,^GSPC,,Real Estate,Multi-Family Residential REITs,US,Mega/Large,LargeCap,Y
ticker,BXP,BXP,^GSPC,,Real Estate,Office REITs,US,Mega/Large,LargeCap,Y
ticker,CBRE,CBRE,^GSPC,,Real Estate,Real Estate Services,US,Mega/Large,LargeCap,Y
ticker,EQIX,EQIX,^GSPC,,Real Estate,Data Center REITs,US,Mega/Large,LargeCap,Y
ticker,EXPI,EXPI,^GSPC,,Real Estate,,US,Mega/Large,LargeCap,Y
ticker,PLD,PLD,^GSPC,,Real Estate,Industrial REITs,US,Mega/Large,LargeCap,Y
ticker,PSA,PSA,^GSPC,,Real Estate,Self-Storage REITs,US,Mega/Large,LargeCap,Y
ticker,SPG,SPG,^GSPC,,Real Estate,Retail REITs,US,Mega/Large,LargeCap,Y
ticker,WELL,WELL,^GSPC,,Real Estate,Health Care REITs,US,Mega/Large,LargeCap,Y
ticker,TMUS,TMUS,^GSPC,,Communication Services,Wireless Telecommunication Services,US,Mega/Large,LargeCap,Y
ticker,AEP,AEP,^GSPC,,Utilities,Electric Utilities,US,Mega/Large,LargeCap,Y
ticker,AWK,AWK,^GSPC,,Utilities,Water Utilities,US,Mega/Large,LargeCap,Y
ticker,DUK,DUK,^GSPC,,Utilities,Electric Utilities,US,Mega/Large,LargeCap,Y
ticker,ED,ED,^GSPC,,Utilities,Multi-Utilities,US,Mega/Large,LargeCap,Y
ticker,ES,ES,^GSPC,,Utilities,Electric Utilities,US,Mega/Large,LargeCap,Y
ticker,EXC,EXC,^GSPC,,Utilities,Electric Utilities,US,Mega/Large,LargeCap,Y
ticker,NEE,NEE,^GSPC,,Utilities,Multi-Utilities,US,Mega/Large,LargeCap,Y
ticker,SO,SO,^GSPC,,Utilities,Electric Utilities,US,Mega/Large,LargeCap,Y
ticker,SRE,SRE,^GSPC,,Utilities,Multi-Utilities,US,Mega/Large,LargeCap,Y
ticker,WEC,WEC,^GSPC,,Utilities,Electric Utilities,US,Mega/Large,LargeCap,Y
ticker,XEL,XEL,^GSPC,,Utilities,Multi-Utilities,US,Mega/Large,LargeCap,Y
ticker,GD,GD,^GSPC,,Industrials,Aerospace & Defense,US,Mega/Large,LargeCap,Y
ticker,HWM,HWM,^GSPC,,Industrials,Aerospace & Defense,US,Mega/Large,LargeCap,Y
ticker,NOC,NOC,^GSPC,,Industrials,Aerospace & Defense,US,Mega/Large,LargeCap,Y
ticker,TXT,TXT,^GSPC,,Industrials,Aerospace & Defense,US,Mega/Large,LargeCap,Y
ticker,BEI.DE,,^GDAXI,,Information Technology,,Europe,Mega/Large,LargeCap,Y
ticker,INFY,INFY,^GSPC,,Information Technology,,US,Mega/Large,LargeCap,Y
ticker,WIT,WIT,^GSPC,,Information Technology,,US,Mega/Large,LargeCap,Y
ticker,KGF.L,,^FTSE,,Information Technology,,UK,Mega/Large,LargeCap,Y
ticker,ATO.PA,,^FCHI,,,,Europe,Mega/Large,LargeCap,Y
ticker,LOGN.SW,,^SSMI,,Information Technology,,Europe,Mega/Large,LargeCap,Y
ticker,ALV.DE,,^GDAXI,,Financials,,Europe,Mega/Large,LargeCap,Y
ticker,MUV2.DE,,^GDAXI,,Financials,,Europe,Mega/Large,LargeCap,Y
ticker,ANTO.L,,^FTSE,,Financials,,UK,Mega/Large,LargeCap,Y
ticker,AV.L,,^FTSE,,Financials,,UK,Mega/Large,LargeCap,Y
ticker,BNZL.L,,^FTSE,,Financials,,UK,Mega/Large,LargeCap,Y
ticker,CPG.L,,^FTSE,,Financials,,UK,Mega/Large,LargeCap,Y
ticker,CNP,,^GSPC,,Utilities,Multi-Utilities,US,Mid/Small,S&P1000,Y
ticker,CABK.MC,,^IBEX,,Financials,,Europe,Mega/Large,LargeCap,Y
ticker,BPER,,FTSEMIB.MI,,,,US,,,Y
ticker,AEG.AS,,^AEX,,Financials,,Europe,Mega/Large,LargeCap,Y
ticker,ZURN.SW,,^SSMI,,Financials,,Europe,Mega/Large,LargeCap,Y
ticker,CON.DE,,^GDAXI,,Consumer Discretionary,Automobiles and Parts,Europe,Mega/Large,LargeCap,Y
ticker,SCA-B.ST,,^OMX,,,,Europe,,,Y
ticker,BTG.L,,^FTSE,,Health Care,,UK,Mega/Large,LargeCap,Y
ticker,FME.DE,,^GDAXI,,Health Care,Health Care,Europe,Mega/Large,LargeCap,Y
ticker,DBV.PA,,^FCHI,,Health Care,,Europe,Mega/Large,LargeCap,Y
ticker,GN.CO,,^OMXC25,,Health Care,,Europe,Mega/Large,LargeCap,Y
ticker,ALC.SW,,^SSMI,,Health Care,,Europe,Mega/Large,LargeCap,Y
ticker,GIVN.SW,,^SSMI,,Health Care,,Europe,Mega/Large,LargeCap,Y
ticker,ABF.L,,^FTSE,,Consumer Staples,"Food, Beverage and Tobacco",UK,Mega/Large,LargeCap,Y
ticker,BRBY.L,,^FTSE,,Consumer Discretionary,Consumer Products and Services,UK,Mega/Large,LargeCap,Y
ticker,JD.L,,^FTSE,,Consumer Discretionary,Retail,UK,Mega/Large,LargeCap,Y
ticker,RCO.PA,,^FCHI,,Consumer Staples,"Food, Beverage and Tobacco",Europe,Mega/Large,LargeCap,Y
ticker,HEN3.DE,,^GDAXI,,Consumer Discretionary,Consumer Products and Services,Europe,Mega/Large,LargeCap,Y
ticker,RWE.DE,RWED,^GDAXI,,Industrials,,Europe,Mega/Large,LargeCap,Y
ticker,IMI.L,,^FTSE,,Industrials,,UK,Mega/Large,LargeCap,Y
ticker,SU.PA,,^FCHI,,Industrials,Industrial Goods and Services,Europe,Mega/Large,LargeCap,Y
ticker,ALFA.ST,,^OMX,,Industrials,,Europe,,,Y
ticker,BABA,BABA,^GSPC,,,,US,All,curated,Y
ticker,BIDU,BIDU,^GSPC,,,,US,All,curated,Y
ticker,JD,JD,^GSPC,,Consumer Discretionary,Retail,US,All,curated,Y
ticker,NIO,NIO,^GSPC,,,,US,All,curated,Y
ticker,PDD,PDD,^GSPC,,,,US,All,curated,Y
ticker,TME,TME,^GSPC,,,,US,All,curated,Y
ticker,TSM,TSM,^GSPC,,,,US,All,curated,Y
ticker,XPEV,XPEV,^GSPC,,,,US,All,curated,Y
ticker,CM,CM,^GSPC,,Financials,Banks,US,All,curated,Y
ticker,CNR.TO,,^GSPTSE,,Industrials,Transportation,Canada,All,curated,Y
ticker,CP.TO,,^GSPTSE,,Industrials,Transportation,Canada,All,curated,Y
ticker,ENB,ENB,^GSPC,,Energy,Oil & Gas Storage/Transport,US,All,curated,Y
ticker,SU,SU,^GSPC,,Industrials,Industrial Goods and Services,US,All,curated,Y
ticker,TRP,TRP,^GSPC,,Energy,Oil & Gas Storage/Transport,US,All,curated,Y
ticker,WCN,WCN,^GSPC,,Industrials,Waste Management,US,All,curated,Y
ticker,BHP,BHP,^GSPC,,,,US,All,curated,Y
ticker,RIO,RIO,^GSPC,,Materials,Basic Resources,US,All,curated,Y
ticker,WES,WES,^GSPC,,,,US,All,curated,Y
ticker,ABNB,ABNB,^GSPC,,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",US,Mega/Large,LargeCap,Y
ticker,AFRM,AFRM,^GSPC,,,,US,Mega/Large,LargeCap,Y
ticker,HOOD,HOOD,^GSPC,,Financials,Investment Banking & Brokerage,US,Mega/Large,LargeCap,Y
ticker,RBLX,RBLX,^GSPC,,,,US,Mega/Large,LargeCap,Y
ticker,SOFI,SOFI,^GSPC,,,,US,Mega/Large,LargeCap,Y
ticker,UPST,UPST,^GSPC,,,,US,Mega/Large,LargeCap,Y
ticker,AFL,AFL,^GSPC,,Financials,Life & Health Insurance,US,Large,Dividend,Y
ticker,ATO,ATO,^GSPC,,Utilities,Gas Utilities,US,Large,Dividend,Y
ticker,BRO,BRO,^GSPC,,Financials,Insurance Brokers,US,Large,Dividend,Y
ticker,CBSH,CBSH,^GSPC,,Financials,Regional Banks,US,Large,Dividend,Y
ticker,CBU,CBU,^GSPC,,Financials,Regional Banks,US,Large,Dividend,Y
ticker,CHD,CHD,^GSPC,,Consumer Staples,Household Products,US,Large,Dividend,Y
ticker,CTAS,CTAS,^GSPC,,Industrials,Diversified Support Services,US,Large,Dividend,Y
ticker,ESS,ESS,^GSPC,,Real Estate,Multi-Family Residential REITs,US,Large,Dividend,Y
ticker,EXPD,EXPD,^GSPC,,Industrials,Air Freight & Logistics,US,Large,Dividend,Y
ticker,FRT,FRT,^GSPC,,Real Estate,Retail REITs,US,Large,Dividend,Y
ticker,GPC,GPC,^GSPC,,Consumer Discretionary,Distributors,US,Large,Dividend,Y
ticker,LEG,LEG,^GSPC,,Consumer Discretionary,Home Furnishings,US,Large,Dividend,Y
ticker,MKC,MKC,^GSPC,,Consumer Staples,Packaged Foods & Meats,US,Large,Dividend,Y
ticker,NUE,NUE,^GSPC,,Materials,Steel,US,Large,Dividend,Y
ticker,NWL,NWL,^GSPC,,Consumer Discretionary,Housewares & Specialties,US,Large,Dividend,Y
ticker,O,O,^GSPC,,Real Estate,Retail REITs,US,Large,Dividend,Y
ticker,ROP,ROP,^GSPC,,Information Technology,Electronic Equipment & Instruments,US,Large,Dividend,Y
ticker,SON,SON,^GSPC,,Materials,Paper & Plastic Packaging Products & Materials,US,Large,Dividend,Y
ticker,VFC,VFC,^GSPC,,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",US,Large,Dividend,Y
ticker,WST,WST,^GSPC,,Health Care,Health Care Supplies,US,Large,Dividend,Y
ticker,XLE,XLE,^GSPC,,,,US,ETF,ETF,Y
ticker,XLF,XLF,^GSPC,,,,US,ETF,ETF,Y
ticker,XLI,XLI,^GSPC,,,,US,ETF,ETF,Y
ticker,XLV,XLV,^GSPC,,,,US,ETF,ETF,Y
ticker,XLK,XLK,^GSPC,,,,US,ETF,ETF,Y
ticker,XLP,XLP,^GSPC,,,,US,ETF,ETF,Y
ticker,XLY,XLY,^GSPC,,,,US,ETF,ETF,Y
ticker,XLB,XLB,^GSPC,,,,US,ETF,ETF,Y
ticker,XLRE,XLRE,^GSPC,,,,US,ETF,ETF,Y
ticker,XLU,XLU,^GSPC,,,,US,ETF,ETF,Y
ticker,XLC,XLC,^GSPC,,,,US,ETF,ETF,Y
ticker,SONY,SONY,^GSPC,,,,US,All,curated,Y
ticker,TM,TM,^GSPC,,,,US,All,curated,Y
ticker,HMC,HMC,^GSPC,,,,US,All,curated,Y
ticker,MUFG,MUFG,^GSPC,,,,US,All,curated,Y
ticker,SMFG,SMFG,^GSPC,,,,US,All,curated,Y
ticker,LPL,LPL,^GSPC,,,,US,All,curated,Y
ticker,UMC,UMC,^GSPC,,,,US,All,curated,Y
ticker,SSE.L,,^FTSE,,Utilities,,UK,Mega/Large,LargeCap,Y
ticker,CNQ,CNQ,^GSPC,,Energy,Oil & Gas Exploration and Production,US,All,curated,Y
ticker,BRK-B,BRK-B,^GSPC,,Financials,Multi-Sector Holdings,US,Mega/Large,LargeCap,Y
ticker,BRK-A,BRK-A,^GSPC,,,,US,Mega/Large,LargeCap,Y
ticker,A,A,^GSPC,,Health Care,Life Sciences Tools & Services,US,Mid/Small,S&P1000,Y
ticker,AA,AA,^GSPC,,Materials,Aluminum,US,Mid/Small,S&P1000,Y
ticker,AAL,AAL,^GSPC,,Industrials,Passenger Airlines,US,Mid/Small,S&P1000,Y
ticker,AAON,AAON,^GSPC,,Industrials,Building Products,US,Mid/Small,S&P1000,Y
ticker,ACGL,ACGL,^GSPC,,Financials,Property & Casualty Insurance,US,Mid/Small,S&P1000,Y
ticker,ACI,ACI,^GSPC,,Consumer Staples,Food Retail,US,Mid/Small,S&P1000,Y
ticker,ACM,ACM,^GSPC,,Industrials,Construction & Engineering,US,Mid/Small,S&P1000,Y
ticker,ACN,ACN,^GSPC,,Information Technology,IT Consulting & Other Services,US,Mid/Small,S&P1000,Y
ticker,ADC,ADC,^GSPC,,Real Estate,Retail REITs,US,Mid/Small,S&P1000,Y
ticker,ADI,ADI,^GSPC,,Information Technology,Semiconductors,US,Mid/Small,S&P1000,Y
ticker,ADM,ADM,^GSPC,,Consumer Staples,Agricultural Products & Services,US,Mid/Small,S&P1000,Y
ticker,ADP,ADP,^GSPC,,Industrials,Human Resource & Employment Services,US,Mid/Small,S&P1000,Y
ticker,AEE,AEE,^GSPC,,Utilities,Multi-Utilities,US,Mid/Small,S&P1000,Y
ticker,AES,AES,^GSPC,,Utilities,Independent Power Producers & Energy Traders,US,Mid/Small,S&P1000,Y
ticker,AFG,AFG,^GSPC,,Financials,Multi-line Insurance,US,Mid/Small,S&P1000,Y
ticker,AGCO,AGCO,^GSPC,,Industrials,Agricultural & Farm Machinery,US,Mid/Small,S&P1000,Y
ticker,AIG,AIG,^GSPC,,Financials,Multi-line Insurance,US,Mid/Small,S&P1000,Y
ticker,AIT,AIT,^GSPC,,Industrials,Trading Companies & Distributors,US,Mid/Small,S&P1000,Y
ticker,AIZ,AIZ,^GSPC,,Financials,Multi-line Insurance,US,Mid/Small,S&P1000,Y
ticker,AJG,AJG,^GSPC,,Financials,Insurance Brokers,US,Mid/Small,S&P1000,Y
ticker,AKAM,AKAM,^GSPC,,Information Technology,Internet Services & Infrastructure,US,Mid/Small,S&P1000,Y
ticker,ALB,ALB,^GSPC,,Materials,Specialty Chemicals,US,Mid/Small,S&P1000,Y
ticker,ALGM,ALGM,^GSPC,,Information Technology,Semiconductors,US,Mid/Small,S&P1000,Y
ticker,ALK,ALK,^GSPC,,Industrials,Passenger Airlines,US,Mid/Small,S&P1000,Y
ticker,ALL,ALL,^GSPC,,Financials,Property & Casualty Insurance,US,Mid/Small,S&P1000,Y
ticker,ALLE,ALLE,^GSPC,,Industrials,Building Products,US,Mid/Small,S&P1000,Y
ticker,ALV,ALV,^GSPC,,Consumer Discretionary,Automotive Parts & Equipment,US,Mid/Small,S&P1000,Y
ticker,AM,AM,^GSPC,,Energy,Oil & Gas Storage & Transportation,US,Mid/Small,S&P1000,Y
ticker,AMCR,AMCR,^GSPC,,Materials,Paper & Plastic Packaging Products & Materials,US,Mid/Small,S&P1000,Y
ticker,AME,AME,^GSPC,,Industrials,Electrical Components & Equipment,US,Mid/Small,S&P1000,Y
ticker,AMG,AMG,^GSPC,,Financials,Asset Management & Custody Banks,US,Mid/Small,S&P1000,Y
ticker,AMH,AMH,^GSPC,,Real Estate,Single-Family Residential REITs,US,Mid/Small,S&P1000,Y
ticker,AMKR,AMKR,^GSPC,,Information Technology,Semiconductors,US,Mid/Small,S&P1000,Y
ticker,AMP,AMP,^GSPC,,Financials,Asset Management & Custody Banks,US,Mid/Small,S&P1000,Y
ticker,AN,AN,^GSPC,,Consumer Discretionary,Automotive Retail,US,Mid/Small,S&P1000,Y
ticker,ANF,ANF,^GSPC,,Consumer Discretionary,Apparel Retail,US,Mid/Small,S&P1000,Y
ticker,AON,AON,^GSPC,,Financials,Insurance Brokers,US,Mid/Small,S&P1000,Y
ticker,APA,APA,^GSPC,,Energy,Oil & Gas Exploration & Production,US,Mid/Small,S&P1000,Y
ticker,APG,APG,^GSPC,,Industrials,Construction & Engineering,US,Mid/Small,S&P1000,Y
ticker,APH,APH,^GSPC,,Information Technology,Electronic Components,US,Mid/Small,S&P1000,Y
ticker,APO,APO,^GSPC,,Financials,Asset Management & Custody Banks,US,Mid/Small,S&P1000,Y
ticker,APPF,APPF,^GSPC,,Information Technology,Application Software,US,Mid/Small,S&P1000,Y
ticker,APTV,APTV,^GSPC,,Consumer Discretionary,Automotive Parts & Equipment,US,Mid/Small,S&P1000,Y
ticker,AR,AR,^GSPC,,Energy,Oil & Gas Exploration & Production,US,Mid/Small,S&P1000,Y
ticker,ARE,ARE,^GSPC,,Real Estate,Office REITs,US,Mid/Small,S&P1000,Y
ticker,ARES,ARES,^GSPC,,Financials,Asset Management & Custody Banks,US,Mid/Small,S&P1000,Y
ticker,ARMK,ARMK,^GSPC,,Consumer Discretionary,Distributors,US,Mid/Small,S&P1000,Y
ticker,ARW,ARW,^GSPC,,Information Technology,Technology Distributors,US,Mid/Small,S&P1000,Y
ticker,ASB,ASB,^GSPC,,Financials,Regional Banks,US,Mid/Small,S&P1000,Y
ticker,ASGN,ASGN,^GSPC,,,,US,Mid/Small,S&P1000,Y
ticker,ASH,ASH,^GSPC,,Materials,Diversified Chemicals,US,Mid/Small,S&P1000,Y
ticker,ATI,ATI,^GSPC,,Industrials,Aerospace & Defense,US,Mid/Small,S&P1000,Y
ticker,ATR,ATR,^GSPC,,Materials,"Metal, Glass & Plastic Containers",US,Mid/Small,S&P1000,Y
ticker,AVAV,AVAV,^GSPC,,Industrials,Aerospace & Defense,US,Mid/Small,S&P1000,Y
ticker,AVNT,AVNT,^GSPC,,Materials,Specialty Chemicals,US,Mid/Small,S&P1000,Y
ticker,AVT,AVT,^GSPC,,Information Technology,Technology Distributors,US,Mid/Small,S&P1000,Y
ticker,AVTR,AVTR,^GSPC,,Health Care,Life Sciences Tools & Services,US,Mid/Small,S&P1000,Y
ticker,AVY,AVY,^GSPC,,Materials,Paper & Plastic Packaging Products & Materials,US,Mid/Small,S&P1000,Y
ticker,AXON,AXON,^GSPC,,Industrials,Aerospace & Defense,US,Mid/Small,S&P1000,Y
ticker,AXTA,AXTA,^GSPC,,Materials,Specialty Chemicals,US,Mid/Small,S&P1000,Y
ticker,AYI,AYI,^GSPC,,Industrials,Electrical Components & Equipment,US,Mid/Small,S&P1000,Y
ticker,AZO,AZO,^GSPC,,Consumer Discretionary,Automotive Retail,US,Mid/Small,S&P1000,Y
ticker,BAH,BAH,^GSPC,,Industrials,Research & Consulting Services,US,Mid/Small,S&P1000,Y
ticker,BALL,BALL,^GSPC,,Materials,"Metal, Glass & Plastic Containers",US,Mid/Small,S&P1000,Y
ticker,BBWI,BBWI,^GSPC,,Consumer Discretionary,Other Specialty Retail,US,Mid/Small,S&P1000,Y
ticker,BC,BC,^GSPC,,Consumer Discretionary,Leisure Products,US,Mid/Small,S&P1000,Y
ticker,BCO,BCO,^GSPC,,Industrials,Security & Alarm Services,US,Mid/Small,S&P1000,Y
ticker,BDC,BDC,^GSPC,,Information Technology,Electronic Components,US,Mid/Small,S&P1000,Y
ticker,BF-B,BF-B,^GSPC,,Consumer Staples,Distillers & Vintners,US,Mid/Small,S&P1000,Y
ticker,BG,BG,^GSPC,,Consumer Staples,Agricultural Products & Services,US,Mid/Small,S&P1000,Y
ticker,BHF,BHF,^GSPC,,Financials,Life & Health Insurance,US,Mid/Small,S&P1000,Y
ticker,BILL,BILL,^GSPC,,Information Technology,Application Software,US,Mid/Small,S&P1000,Y
ticker,BIO,BIO,^GSPC,,Health Care,Life Sciences Tools & Services,US,Mid/Small,S&P1000,Y
ticker,BJ,BJ,^GSPC,,Consumer Staples,Consumer Staples Merchandise Retail,US,Mid/Small,S&P1000,Y
ticker,BKH,BKH,^GSPC,,Utilities,Multi-Utilities,US,Mid/Small,S&P1000,Y
ticker,BKR,BKR,^GSPC,,Energy,Oil & Gas Equipment & Services,US,Mid/Small,S&P1000,Y
ticker,BLD,BLD,^GSPC,,Consumer Discretionary,Homebuilding,US,Mid/Small,S&P1000,Y
ticker,BLDR,BLDR,^GSPC,,Industrials,Building Products,US,Mid/Small,S&P1000,Y
ticker,BLKB,BLKB,^GSPC,,Information Technology,Application Software,US,Mid/Small,S&P1000,Y
ticker,BR,BR,^GSPC,,Industrials,Data Processing & Outsourced Services,US,Mid/Small,S&P1000,Y
ticker,BRBR,BRBR,^GSPC,,Consumer Staples,Packaged Foods & Meats,US,Mid/Small,S&P1000,Y
ticker,BRKR,BRKR,^GSPC,,Health Care,Health Care Equipment,US,Mid/Small,S&P1000,Y
ticker,BRX,BRX,^GSPC,,Real Estate,Retail REITs,US,Mid/Small,S&P1000,Y
ticker,BSY,BSY,^GSPC,,Information Technology,Application Software,US,Mid/Small,S&P1000,Y
